id,Unnamed: 0,_session,chapters,_soup,authors,categories,nchapters,characters,complete,date_updated,fandoms,hits,comments,kudos,language,rating,relationships,restricted,series,summary,tags,title,warnings,words,expected_chapters,bookmarks
,_session,chapters,id,_soup,authors,bookmarks,categories,nchapters,characters,complete,date_updated,expected_chapters,fandoms,hits,comments,kudos,language,rating,relationships,restricted,series,summary,tags,title,warnings,words
0,,[],22921312,,[<User [TheBrilliantLoser]>],21.0,['Gen'],1,"['Jonathan Sims', 'Gerard Keay', 'Julia Montauk', 'Trevor Herbert', 'Alice ""Daisy"" Tonner', 'Martin Blackwood']",True,2020-02-27,1,['The Magnus Archives'],3086,46.0,421,English,Teen And Up Audiences,['Gerard Keay & Jonathan Sims'],False,[<Series [Memento Mori (Friendship is Keay)]>],"
Jonathan Sims panics under pressure and ends up picking up an unexpected spectral souvenir from his trip to America. Gerry Keay gets a new lease on life he didn't expect, or want. Canon divergence. Friendly ghost possession.
","['Friendly ghost possession', 'Haunting', 'ghost au', 'Friendship is Keay', 'Memento mori', 'The Beholding', 'Gerry can have little a crush on a metal band frontman. As a treat.', ""Jon pulls a stunt like he's from a bad spy movie and deals with the consequences of his actions for."", 'A WHILE', 'Half of this fic Is Jon dealing with an eldritch fever and feeling terrible', 'he does puke at one point. Use discretion if that bothers you.']","No God-like Powers of Love, Hope, or Indigestion",['No Archive Warnings Apply'],4414
1,,[],22644760,,[<User [quantumkaworu]>],,['Gen'],1,"['Michael Shelley', 'The Distortion - Character', 'Gertrude Robinson']",True,2020-02-10,1,['The Magnus Archives'],209,,32,English,General Audiences,[],False,[],"
Statement of The Distortion regarding grief.
","['Death', 'Spoilers', 'Grief/Mourning']",Behind Closed Doors,['No Archive Warnings Apply'],785
2,,[],22564672,,[<User [SnowMercury]>],7.0,"['Multi', 'Other']",3,"['The Buried', 'The Corruption - Character', 'The Darkness - Character']",False,2020-02-10,15,['The Magnus Archives'],373,22.0,75,English,General Audiences,[],False,[],"
Reinterpretation of the ways the fears can make lives better.
","['Fear Entities as Friends', 'reinterpretation', 'Bugs', 'Insects', 'Fungi', 'Worms', 'abuse mention', 'intolerance mention']",What Good Does Fear Do?,['No Archive Warnings Apply'],2228
3,,[],22337995,,[<User [Acatcalledmalice]>],4.0,['M/M'],1,"['Tim Stoker (The Magnus Archives)', 'Martin Blackwood', 'Jonathan Sims']",True,2020-01-20,1,['The Magnus Archives'],321,5.0,52,English,General Audiences,[],False,[],"
My slice of life that didnt make the cut in the tma fluff thing ...Tim Martin and Jon and the pet tape recorders...
",['Screenplay/Script Format'],My pet tape recorder,['No Archive Warnings Apply'],897
4,,[],22303102,,[<User [RainbowCosmos]>],18.0,['M/M'],1,"['Elias Bouchard', 'Peter Lukas']",True,2020-01-18,1,['The Magnus Archives'],2200,9.0,218,English,Explicit,['Elias Bouchard/Peter Lukas'],False,[],"
“It must be terribly convenient for you to have someone that can guide you through social situations, save you the trouble of embarrassing yourself.”“You’d do anything I say, wouldn’t you?”
","['Oral Sex', 'humiliation play', 'Office Sex', 'Spoilers to 158', 'i think', 'Getting Together', 'Friends to Lovers']",Anything I Say,['No Archive Warnings Apply'],2607
5,,[],21362077,,[<User [FireFlashMoon]>],12.0,"['Gen', 'M/M']",1,"['Jonathan Sims', 'Martin Blackwood', 'Original Daemon Character(s)']",True,2019-11-11,1,['The Magnus Archives'],1424,6.0,191,English,Not Rated,['Martin Blackwood/Jonathan Sims'],False,[<Series [dust motes]>],"
Jon stays a bit too late at the ArchivesMartin makes tea(Daemon AU, mid season 1)
","['Pre-Relationship', 'Alternate Universe - Daemons', 'Set around mid season 1']","soul to soul, between you and me",['No Archive Warnings Apply'],3834
6,,[],20176993,,[<User [PartiallyStars_MostlyVoid]>],3.0,['Gen'],1,"['Whoops All OCs', ""like it's not even the institute this time"", 'The Web', 'does the Web count as a character? eh']",True,2019-08-09,1,['The Magnus Archives'],143,3.0,16,English,Not Rated,[],False,[],"
Statement of Llewellyn Morgan. Regarding the donation of an unusual specimen jar to the Magnus Institute, originally resident in the archival basement of Shropshire County Natural History Museum. Recording by Kat Vandemeer, Assistant Archivist to the Usher Foundation. Statement begins.
","['The Usher Foundation', 'Statement Fic', 'Gore', 'Self Harm', 'Mind Control', 'canon typical spiders']",Imperfect Specimen,['Graphic Depictions Of Violence'],4391
7,,[],20114965,,[<User [SpaceJackalope]>],15.0,"['M/M', 'Other']",1,"['The Admiral (The Magnus Archives)', 'Major Tom (The Magnus Archives)', 'Gerard Keay', 'Tim Stoker', 'Oliver Banks', 'Helen Richardson|The Distortion', 'Julia Montauk', 'Trevor Herbert', 'Nikola Orsinov', 'Mary Keay', 'Georgie Barker', 'Jonathan Sims', 'Martin Blackwood']",True,2019-08-10,1,['The Magnus Archives'],1238,46.0,89,English,Teen And Up Audiences,"['The Admiral/Major Tom (The Magnus Archives)', 'Gerard Keay/Tim Stoker', 'Oliver Banks/OC', 'The Admiral & Georgie Barker']",False,[],"
A case memoir by feline paranormal investigator The Admiral, concerning a haunted library he and his boyfriend dealt with in the spring of 2018. File under ""Leitners,"" ""Institute employees (former),"" ""Institute employees (present),"" ""Ghosts,"" ""The Hunt,"" ""The Spiral,"" ""Verification required."" On that note, remember to ask Helen what the actual fuck.--Martin Blackwood, Head of The Magnus Institute, 10 August 2019
","['Case Fic', 'Paranormal Investigators', 'This fic has', 'Cats!', 'ghosts!', 'gay kissing!', 'Everyone Is Gay', 'Disability', 'Service Dogs', 'Magic', 'Libraries', 'they were roommates (oh my god they were roommates)', 'Leitners', 'Canon-Typical Horror', 'Canon-Typical Violence', 'Verbal Abuse', 'Implied medical abuse', 'The Hunt', 'The Spiral', 'The Web - Freeform', 'The Stranger - Freeform', 'The End', 'you know', 'spooky fuckery', '""sly old-school noir vibe""', 'influenced by Bunnicula', 'influenced by Pushing Daisies', 'this is A Romp is what it is', 'Rated T for horror + brief discussion of sex']",Statement of The Admiral,['No Archive Warnings Apply'],12335
8,,[],16813930,,[<User [A_Spectacular]>],30.0,['M/M'],1,"['Jon Sims', 'Martin Blackwood']",True,2018-12-02,1,['The Magnus Archives'],1595,21.0,374,English,General Audiences,['Martin Blackwood/Jonathan Sims'],False,[],"
Jon helps Martin investigate a case at a park on a snowy day, fluff ensues.
","['the magnus archives - Freeform', ""Everything's fine and nobody dies"", 'Jon/Martin', 'minor dissociative episode', 'He gets grounded again very quickly']",When it snows,['No Archive Warnings Apply'],1735
9,,[],16699915,,"[<User [A_Spectacular]>, <User [MariaAlenkoShepard]>]",24.0,['M/M'],1,[],True,2018-11-22,1,['The Magnus Archives'],824,7.0,233,English,Not Rated,['Jon Sims/Martin Blackwood'],False,[],"
Based on a concept by the marvellous TangentQueenOfDragons, I present to you the fic where Jon is terrible at fetching tea. This is set in an AU where nothing is supernatural, everything is fun and no one is dead. Please enjoy this little bit if fluff.
","['Tea', 'the magnus archives - Freeform', ""Honestly there's not much to tag here"", 'Jon makes tea for Martin', ""he's not good at it"", ""but it's fine""]",How do you take it?,['No Archive Warnings Apply'],1099
10,,[],15825432,,[<User [TypingMonkey (purty64)]>],2.0,['No category'],1,"['Elias Bouchard', 'Alice ""Daisy"" Tonner', 'Original Characters']",True,2018-08-28,1,['The Magnus Archives'],268,3.0,30,English,Teen And Up Audiences,['None'],False,[],"
That's it that's the fic he dies and there was much rejoicing
","['Self-Insert', 'idk what to tag cause this is my FIRST EVER AO3 fic', 'Character Death', 'Screenplay/Script Format', ""I basically wrote this because I'm very angry about Elias"", ""and it doesn't say he's dead on the wiki""]",A Very Self Indulgent Fic in Which Elias Bouchard Dies,['Graphic Depictions Of Violence'],901
11,,[],10721784,,[<User [Moths_Spiders_Books]>],1.0,['Gen'],1,[],True,2017-04-24,1,['The Magnus Archives'],509,3.0,64,English,Not Rated,[],False,[],"
Gerard Kaey is looking for another AWOL Leitner. He runs into difficulties with its current owner.
",[],"Quos amor verus tenuit, tenebit",['No Archive Warnings Apply'],1036
